"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC20A1",10610.6755298093,-0.440340616925589,0.102186793648435,-4.30917343820909,1.63865826197134e-05,0.00164035761128006
"MCM3",7401.79306463333,0.484749318343136,0.112748925599396,4.29936973471021,1.71284516144113e-05,0.00170201393468495
"ANKRD1",8627.35319029509,-0.658231365966664,0.153328862961144,-4.29293841521195,1.76323925649305e-05,0.00173930038775526
"MCM5",3481.12009314142,0.542660546080345,0.1265579424113,4.28784267301658,1.80416800701891e-05,0.00176677727875751
"LOXL2",2786.11132045074,-0.962382654887367,0.226093207129452,-4.2565748308234,2.07582578629547e-05,0.00194898251550609
"FBXO32",239.687326832455,-1.06550714184892,0.250136450430152,-4.25970361383396,2.04698154408758e-05,0.00194898251550609
"ARHGEF39",672.574480750463,0.627935704713715,0.147524851051914,4.2564740803754,2.07676100512711e-05,0.00194898251550609
"PTGS1",70.9832906913705,-2.41820889318158,0.567188994446367,-4.26349755876697,2.0125170036055e-05,0.00194898251550609
"PPME1",15402.1927411214,-0.802189892413232,0.188390037409286,-4.25813330388823,2.06141019203598e-05,0.00194898251550609
"YPEL2",161.645811809747,-1.80757704011267,0.424483513841582,-4.25829739241005,2.05989796121369e-05,0.00194898251550609
"SAA2",1007.70358507721,-1.07893908518266,0.254698833630692,-4.23613673373587,2.2739833455363e-05,0.00211935247803983
"ZP1",165.845810330915,2.3336149277387,0.551802099612095,4.22907946413973,2.34649460033852e-05,0.00217195397458731
"ALOXE3",120.503808088535,-1.40423607553583,0.332884652498625,-4.2183863539387,2.46056937195366e-05,0.00226204996548175
"INHBA",37.1807835322866,-3.27692024391905,0.777533562611737,-4.21450648755517,2.50324957323189e-05,0.0022857374819362
"NPHS1",94.4282392183755,-1.86787167846872,0.444603637440895,-4.20120647059941,2.65496316442619e-05,0.00240799813450037
"PRKCZ",502.108612229564,-0.749197739414413,0.17939565494371,-4.17623124511847,2.96378532977665e-05,0.00267017299644011
"SLC7A11",364.695392230537,-1.26558796940336,0.304377674116879,-4.15795269175157,3.21112500621426e-05,0.00287385055191917
"ARHGEF17",1239.99742479996,-1.67236917162292,0.403095020991206,-4.14882120724434,3.34191687520634e-05,0.00297122793760122
"PCDH1",1627.78490971533,-0.947648059935129,0.229054004259209,-4.13722546785397,3.51530649889345e-05,0.00310495764876118
"COL5A1",37.6689703740787,-2.91554781618337,0.706107319682082,-4.12904346820264,3.64275537140923e-05,0.0031966361096899
